tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-8996,Santiago,Clay,28,A,20250224,364,208363,6,,Mariano Navone,R,178,ARG,23.9,207686,,,Alexander Shevchenko,R,185,KAZ,24.2,6-2 6-2,3,R32,66,0,2,48,31,23,10,8,2,3,2,1,45,31,19,2,8,2,7,64,890,95,618
2025-8996,Santiago,Clay,28,A,20250224,363,106000,,,Damir Dzumhur,R,175,BIH,32.7,144895,,,Corentin Moutet,L,180,FRA,25.8,6-2 3-6 6-2,3,R32,139,0,4,87,66,44,10,12,5,7,2,3,76,51,29,16,13,6,11,90,662,65,872
2025-8996,Santiago,Clay,28,A,20250224,362,207681,,,Francisco Comesana,R,178,ARG,24.3,200335,,Q,Felipe Meligeni Alves,R,185,BRA,27.0,7-6(3) 7-6(4),3,R32,122,8,1,84,51,39,23,12,8,8,4,1,91,65,47,13,12,9,9,67,848,194,307
2025-8996,Santiago,Clay,28,A,20250224,361,200116,,,Camilo Ugo Carabelli,R,185,ARG,25.6,111797,7,,Nicolas Jarry,R,201,CHI,29.3,5-7 6-3 7-6(9),3,R32,173,3,4,119,73,56,27,17,6,7,7,6,108,57,48,27,16,2,3,69,847,45,1225
2025-8996,Santiago,Clay,28,A,20250224,360,106329,,,Thiago Monteiro,L,183,BRA,30.7,207678,,Q,Juan Manuel Cerundolo,L,183,ARG,23.2,6-3 3-6 7-6(2),3,R32,171,3,9,100,63,42,17,15,6,10,10,6,98,50,38,22,15,9,13,108,540,123,476
2025-8996,Santiago,Clay,28,A,20250224,359,105948,,,Federico Coria,R,180,ARG,32.9,144642,,WC,Tomas Barrios Vera,R,191,CHI,27.2,6-1 6-0,3,R32,69,2,3,36,22,18,7,6,0,0,3,1,54,34,17,4,7,3,9,136,433,145,407
2025-0404,Indian Wells Masters,Hard,96,M,20250305,369,207733,13,,Jack Draper,L,193,GBR,23.1,208029,12,,Holger Rune,R,188,DEN,21.8,6-2 6-2,3,F,69,10,0,46,26,24,10,8,0,0,1,2,52,34,20,7,8,3,7,14,2810,13,2820
2025-0404,Indian Wells Masters,Hard,96,M,20250305,368,208029,12,,Holger Rune,R,188,DEN,21.8,106421,5,,Daniil Medvedev,R,198,RUS,29.0,7-5 6-4,3,SF,99,1,2,70,47,34,14,11,1,2,2,0,60,30,20,16,11,1,4,13,2820,6,3930
2025-0404,Indian Wells Masters,Hard,96,M,20250305,367,207733,13,,Jack Draper,L,193,GBR,23.1,207989,2,,Carlos Alcaraz,R,183,ESP,21.8,6-1 0-6 6-4,3,SF,104,4,2,69,47,30,11,12,5,9,3,4,70,39,25,14,11,1,5,14,2810,3,7510
2025-0404,Indian Wells Masters,Hard,96,M,20250305,366,208029,12,,Holger Rune,R,188,DEN,21.8,134868,,,Tallon Griekspoor,R,188,NED,28.6,5-7 6-0 6-3,3,QF,128,6,0,74,51,39,11,14,1,4,3,3,95,60,38,10,13,9,15,13,2820,43,1270
2025-0404,Indian Wells Masters,Hard,96,M,20250305,365,106421,5,,Daniil Medvedev,R,198,RUS,29.0,209950,20,,Arthur Fils,R,185,FRA,20.7,6-4 2-6 7-6(7),3,QF,145,5,3,88,54,34,25,15,4,8,2,7,106,61,45,21,15,8,11,6,3930,21,2330
2025-0404,Indian Wells Masters,Hard,96,M,20250305,364,207733,13,,Jack Draper,L,193,GBR,23.1,210097,11,,Ben Shelton,L,193,USA,22.3,6-4 7-5,3,QF,99,3,1,68,49,33,14,11,0,1,3,5,75,42,28,16,11,2,5,14,2810,12,2880
2025-0404,Indian Wells Masters,Hard,96,M,20250305,363,207989,2,,Carlos Alcaraz,R,183,ESP,21.8,202103,25,,Francisco Cerundolo,R,185,ARG,26.5,6-3 7-6(4),3,QF,103,5,5,73,48,36,15,11,8,9,1,4,73,57,38,5,10,1,3,3,7510,26,1775
2025-0404,Indian Wells Masters,Hard,96,M,20250305,362,134868,,,Tallon Griekspoor,R,188,NED,28.6,133297,,Q,Yosuke Watanuki,R,180,JPN,26.8,7-6(4) 6-1,3,R16,86,3,0,61,42,34,13,10,1,1,5,1,54,23,19,13,9,2,4,43,1270,349,144
2025-0404,Indian Wells Masters,Hard,96,M,20250305,361,208029,12,,Holger Rune,R,188,DEN,21.8,126774,8,,Stefanos Tsitsipas,R,193,GRE,26.5,6-4 6-4,3,R16,88,3,0,58,41,30,11,10,5,6,2,1,61,37,22,13,10,2,5,13,2820,9,3405
2025-0404,Indian Wells Masters,Hard,96,M,20250305,360,209950,20,,Arthur Fils,R,185,FRA,20.7,106218,,,Marcos Giron,R,180,USA,31.6,6-2 2-6 6-3,3,R16,112,4,0,81,51,32,21,13,4,6,3,1,88,50,35,16,12,2,5,21,2330,48,1150
2025-0404,Indian Wells Masters,Hard,96,M,20250305,359,106421,5,,Daniil Medvedev,R,198,RUS,29.0,126205,10,,Tommy Paul,R,185,USA,27.7,6-4 6-0,3,R16,74,8,4,51,31,22,9,8,3,5,4,4,55,37,19,5,8,2,8,6,3930,11,3330
2025-0404,Indian Wells Masters,Hard,96,M,20250305,358,210097,11,,Ben Shelton,L,193,USA,22.3,206909,32,,Brandon Nakashima,R,188,USA,23.5,7-6(6) 6-1,3,R16,94,6,1,61,40,29,14,10,3,4,0,1,62,30,18,17,9,2,5,12,2880,33,1430
2025-0404,Indian Wells Masters,Hard,96,M,20250305,357,207733,13,,Jack Draper,L,193,GBR,23.1,126203,3,,Taylor Fritz,R,196,USA,27.3,7-5 6-4,3,R16,78,8,2,57,35,32,10,11,0,1,6,0,57,40,30,8,11,1,4,14,2810,4,4900
2025-0404,Indian Wells Masters,Hard,96,M,20250305,356,202103,25,,Francisco Cerundolo,R,185,ARG,26.5,200282,9,,Alex De Minaur,R,183,AUS,26.0,7-5 6-3,3,R16,110,2,5,78,45,27,18,10,11,14,2,1,67,34,22,9,11,1,7,26,1775,10,3335
2025-0404,Indian Wells Masters,Hard,96,M,20250305,355,207989,2,,Carlos Alcaraz,R,183,ESP,21.8,105777,14,,Grigor Dimitrov,R,191,BUL,33.7,6-1 6-1,3,R16,74,6,2,40,30,23,7,7,3,3,1,4,63,34,17,11,7,9,14,3,7510,15,2745
2025-0404,Indian Wells Masters,Hard,96,M,20250305,354,134868,,,Tallon Griekspoor,R,188,NED,28.6,208659,29,,Giovanni Mpetshi Perricard,R,203,FRA,21.6,7-6(3) 6-3,3,R32,76,10,1,60,32,26,21,11,1,2,5,5,55,28,22,17,10,3,5,43,1270,30,1616
2025-0404,Indian Wells Masters,Hard,96,M,20250305,353,133297,,Q,Yosuke Watanuki,R,180,JPN,26.8,126207,16,,Frances Tiafoe,R,188,USA,27.1,6-4 7-6(6),3,R32,113,16,2,71,37,28,22,11,4,6,4,2,87,50,32,17,11,9,12,349,144,17,2485
2025-0404,Indian Wells Masters,Hard,96,M,20250305,352,208029,12,,Holger Rune,R,188,DEN,21.8,200005,18,,Ugo Humbert,L,188,FRA,26.6,5-7 6-4 7-5,3,R32,155,6,9,110,56,42,28,17,7,10,10,5,104,55,39,24,17,6,10,13,2820,19,2375
2025-0404,Indian Wells Masters,Hard,96,M,20250305,351,126774,8,,Stefanos Tsitsipas,R,193,GRE,26.5,126610,28,,Matteo Berrettini,R,196,ITA,28.8,6-3 6-3,3,R32,68,0,2,44,26,24,12,9,0,0,6,1,52,37,26,4,9,3,6,9,3405,29,1620
2025-0404,Indian Wells Masters,Hard,96,M,20250305,350,106218,,,Marcos Giron,R,180,USA,31.6,200615,26,,Alexei Popyrin,R,196,AUS,25.5,5-7 6-3 6-3,3,R32,152,7,2,111,67,43,28,15,14,15,5,4,86,38,27,28,15,5,8,48,1150,27,1750
2025-0404,Indian Wells Masters,Hard,96,M,20250305,349,209950,20,,Arthur Fils,R,185,FRA,20.7,207518,15,,Lorenzo Musetti,R,185,ITA,23.0,3-6 7-6(4) 6-3,3,R32,151,6,3,103,65,44,20,16,3,7,6,3,90,54,38,19,14,3,6,21,2330,16,2650
2025-0404,Indian Wells Masters,Hard,96,M,20250305,348,126205,10,,Tommy Paul,R,185,USA,27.7,111815,,,Cameron Norrie,L,188,GBR,29.5,6-3 7-5,3,R32,92,6,3,58,30,21,14,10,0,3,1,7,70,35,21,13,11,6,12,11,3330,77,784
2025-0404,Indian Wells Masters,Hard,96,M,20250305,347,106421,5,,Daniil Medvedev,R,198,RUS,29.0,210506,31,,Alex Michelsen,R,193,USA,20.5,2-0 RET,3,R32,10,1,0,5,4,3,1,1,0,0,0,1,7,3,1,1,1,0,1,6,3930,32,1445
2025-0404,Indian Wells Masters,Hard,96,M,20250305,346,206909,32,,Brandon Nakashima,R,188,USA,23.5,208286,,,Matteo Arnaldi,R,185,ITA,24.0,6-2 6-4,3,R32,74,4,0,45,27,24,13,9,1,1,2,5,56,32,23,9,9,3,6,33,1430,35,1390
2025-0404,Indian Wells Masters,Hard,96,M,20250305,345,210097,11,,Ben Shelton,L,193,USA,22.3,111575,22,,Karen Khachanov,R,198,RUS,28.7,6-3 7-5,3,R32,95,8,3,77,48,33,16,11,4,5,7,3,61,40,28,8,10,7,10,12,2880,23,1960
2025-0404,Indian Wells Masters,Hard,96,M,20250305,344,207733,13,,Jack Draper,L,193,GBR,23.1,202385,,PR,Jenson Brooksby,R,188,USA,24.3,7-5 6-4,3,R32,101,4,3,56,30,27,16,11,1,2,1,4,81,44,25,21,11,2,5,14,2810,937,17
2025-0404,Indian Wells Masters,Hard,96,M,20250305,343,126203,3,,Taylor Fritz,R,196,USA,27.3,126214,30,,Alejandro Tabilo,L,188,CHI,27.7,4-6 6-3 6-1,3,R32,114,12,3,80,49,39,14,13,5,7,3,5,89,50,27,21,13,4,9,4,4900,31,1535
2025-0404,Indian Wells Masters,Hard,96,M,20250305,342,202103,25,,Francisco Cerundolo,R,185,ARG,26.5,122298,,LL,Botic Van De Zandschulp,R,191,NED,29.4,6-3 6-4,3,R32,101,2,2,71,38,25,20,10,4,5,1,2,57,37,24,9,9,1,4,26,1775,85,710
2025-0404,Indian Wells Masters,Hard,96,M,20250305,341,200282,9,,Alex De Minaur,R,183,AUS,26.0,128034,21,,Hubert Hurkacz,R,196,POL,28.0,6-4 6-0,3,R32,73,2,3,49,20,16,19,8,1,1,7,1,43,25,14,7,8,0,4,10,3335,22,2165
2025-0404,Indian Wells Masters,Hard,96,M,20250305,340,105777,14,,Grigor Dimitrov,R,191,BUL,33.7,104792,,,Gael Monfils,R,193,FRA,38.5,7-6(4) 4-6 7-6(2),3,R32,181,3,7,116,65,44,33,17,6,9,8,6,122,73,53,27,17,9,11,15,2745,42,1280
2025-0404,Indian Wells Masters,Hard,96,M,20250305,339,207989,2,,Carlos Alcaraz,R,183,ESP,21.8,133430,27,,Denis Shapovalov,L,185,CAN,25.8,6-2 6-4,3,R32,83,2,5,63,45,31,10,9,3,4,2,8,59,31,23,10,9,4,8,3,7510,28,1696
2025-0404,Indian Wells Masters,Hard,96,M,20250305,338,134868,,,Tallon Griekspoor,R,188,NED,28.6,100644,1,,Alexander Zverev,R,198,GER,27.8,4-6 7-6(5) 7-6(4),3,R64,187,10,9,135,90,63,19,17,9,14,6,2,106,66,44,24,17,5,9,43,1270,2,8135
2025-0404,Indian Wells Masters,Hard,96,M,20250305,337,208659,29,,Giovanni Mpetshi Perricard,R,203,FRA,21.6,206681,,,Fabian Marozsan,R,193,HUN,25.4,6-4 0-0 RET,3,R64,42,10,3,28,16,13,8,5,2,2,3,3,35,19,11,9,5,4,5,30,1616,54,1035
2025-0404,Indian Wells Masters,Hard,96,M,20250305,336,133297,,Q,Yosuke Watanuki,R,180,JPN,26.8,207830,19,,Tomas Machac,R,183,CZE,24.3,4-6 4-2 RET,3,R64,56,4,2,42,22,19,10,8,2,4,5,3,44,30,24,4,8,0,2,349,144,20,2330
2025-0404,Indian Wells Masters,Hard,96,M,20250305,335,126207,16,,Frances Tiafoe,R,188,USA,27.1,106000,,Q,Damir Dzumhur,R,175,BIH,32.7,7-6(4) 7-6(7),3,R64,129,5,5,99,55,38,22,12,2,7,2,3,89,57,31,18,12,5,10,17,2485,84,712
2025-0404,Indian Wells Masters,Hard,96,M,20250305,334,208029,12,,Holger Rune,R,188,DEN,21.8,144895,,,Corentin Moutet,L,180,FRA,25.8,6-2 6-4,3,R64,106,2,1,50,34,24,9,9,3,5,2,2,63,43,21,10,9,6,11,13,2820,79,759
2025-0404,Indian Wells Masters,Hard,96,M,20250305,333,200005,18,,Ugo Humbert,L,188,FRA,26.6,105453,,,Kei Nishikori,R,178,JPN,35.1,6-4 6-3,3,R64,88,7,3,70,35,27,17,10,4,6,1,2,47,29,17,8,9,1,5,19,2375,76,793
2025-0404,Indian Wells Masters,Hard,96,M,20250305,332,126610,28,,Matteo Berrettini,R,196,ITA,28.8,106331,,,Christopher Oconnell,R,183,AUS,30.7,6-2 7-6(2),3,R64,94,7,1,63,40,28,17,10,1,1,4,3,61,40,28,9,10,1,3,29,1620,75,805
2025-0404,Indian Wells Masters,Hard,96,M,20250305,331,126774,8,,Stefanos Tsitsipas,R,193,GRE,26.5,205734,,,Thiago Seyboth Wild,R,185,BRA,24.9,6-2 6-4,3,R64,87,4,1,49,34,26,12,9,2,2,2,5,71,42,33,8,9,5,8,9,3405,91,657
2025-0404,Indian Wells Masters,Hard,96,M,20250305,330,106218,,,Marcos Giron,R,180,USA,31.6,134770,4,,Casper Ruud,R,183,NOR,26.1,7-6(4) 3-6 6-2,3,R64,158,4,3,115,70,52,19,15,8,11,3,8,101,61,47,14,14,4,7,48,1150,5,4045
2025-0404,Indian Wells Masters,Hard,96,M,20250305,329,200615,26,,Alexei Popyrin,R,196,AUS,25.5,200267,,,Zizou Bergs,R,185,BEL,25.7,7-6(4) 7-5,3,R64,130,5,1,83,52,41,16,12,4,5,2,4,85,51,36,18,12,4,6,27,1750,53,1060
2025-0404,Indian Wells Masters,Hard,96,M,20250305,328,209950,20,,Arthur Fils,R,185,FRA,20.7,209113,,LL,Gabriel Diallo,R,203,CAN,23.4,6-2 6-2,3,R64,67,0,0,37,25,22,7,8,0,1,3,2,55,32,15,9,8,3,8,21,2330,88,690
2025-0404,Indian Wells Masters,Hard,96,M,20250305,327,207518,15,,Lorenzo Musetti,R,185,ITA,23.0,126128,,,Roman Safiullin,R,185,RUS,27.5,7-5 5-7 6-2,3,R64,162,5,4,107,68,46,17,16,4,8,2,7,100,57,34,20,16,6,12,16,2650,69,848
2025-0404,Indian Wells Masters,Hard,96,M,20250305,326,126205,10,,Tommy Paul,R,185,USA,27.7,207729,,WC,Tristan Boyer,R,188,USA,23.8,6-3 6-1,3,R64,69,4,1,41,22,16,14,8,1,2,1,3,60,34,21,7,8,2,7,11,3330,117,501
2025-0404,Indian Wells Masters,Hard,96,M,20250305,325,111815,,,Cameron Norrie,L,188,GBR,29.5,208103,23,,Jiri Lehecka,R,185,CZE,23.3,3-6 6-4 7-5,3,R64,143,3,2,110,66,45,23,15,10,12,4,3,93,47,34,28,16,3,6,77,784,24,1935
2025-0404,Indian Wells Masters,Hard,96,M,20250305,324,210506,31,,Alex Michelsen,R,193,USA,20.5,212256,,Q,Colton Smith,U,,USA,21.9,6-3 6-4,3,R64,108,2,3,88,52,35,20,10,5,6,3,1,62,37,25,12,9,4,7,32,1445,261,209
2025-0404,Indian Wells Masters,Hard,96,M,20250305,323,106421,5,,Daniil Medvedev,R,198,RUS,29.0,207352,,,Bu Yunchaokete,R,185,CHN,23.1,6-2 6-2,3,R64,96,3,1,52,21,19,14,8,1,2,0,1,62,29,18,12,8,9,14,6,3930,71,833
2025-0404,Indian Wells Masters,Hard,96,M,20250305,322,208286,,,Matteo Arnaldi,R,185,ITA,24.0,126094,7,,Andrey Rublev,R,188,RUS,27.3,6-4 7-5,3,R64,107,0,0,70,30,17,22,11,7,11,2,5,61,33,20,10,11,4,10,35,1390,8,3480
2025-0404,Indian Wells Masters,Hard,96,M,20250305,321,206909,32,,Brandon Nakashima,R,188,USA,23.5,208014,,,Rinky Hijikata,R,178,AUS,24.0,7-5 6-1,3,R64,92,14,0,71,43,33,15,10,3,3,4,0,63,40,24,11,9,1,4,33,1430,83,732
2025-0404,Indian Wells Masters,Hard,96,M,20250305,320,111575,22,,Karen Khachanov,R,198,RUS,28.7,210150,,,Jakub Mensik,R,193,CZE,19.5,3-6 6-0 6-3,3,R64,119,2,2,76,46,33,15,12,5,7,7,5,80,42,29,16,12,7,12,23,1960,57,992
2025-0404,Indian Wells Masters,Hard,96,M,20250305,319,210097,11,,Ben Shelton,L,193,USA,22.3,208363,,,Mariano Navone,R,178,ARG,24.0,6-3 6-2,3,R64,77,5,1,56,35,28,10,9,0,0,0,0,46,30,18,9,8,3,6,12,2880,63,905
2025-0404,Indian Wells Masters,Hard,96,M,20250305,318,207733,13,,Jack Draper,L,193,GBR,23.1,211663,,WC,Joao Fonseca,R,185,BRA,18.5,6-4 6-0,3,R64,75,6,6,60,33,25,12,8,6,7,0,1,46,24,14,8,8,3,8,14,2810,80,750
2025-0404,Indian Wells Masters,Hard,96,M,20250305,317,202385,,PR,Jenson Brooksby,R,188,USA,24.3,200000,17,,Felix Auger Aliassime,R,193,CAN,24.5,6-4 6-2,3,R64,88,1,3,56,33,26,13,9,2,2,2,3,52,30,20,12,9,3,6,937,17,18,2455
2025-0404,Indian Wells Masters,Hard,96,M,20250305,316,126214,30,,Alejandro Tabilo,L,188,CHI,27.7,105583,,,Dusan Lajovic,R,183,SRB,34.6,6-3 7-5,3,R64,92,6,2,74,41,30,21,11,2,2,3,2,66,41,28,12,10,2,4,31,1535,108,555
2025-0404,Indian Wells Masters,Hard,96,M,20250305,315,126203,3,,Taylor Fritz,R,196,USA,27.3,209263,,Q,Matteo Gigante,L,180,ITA,23.1,6-3 7-5,3,R64,88,5,1,64,39,35,10,11,5,6,2,5,58,27,20,15,10,2,5,4,4900,217,256
2025-0404,Indian Wells Masters,Hard,96,M,20250305,314,122298,,LL,Botic Van De Zandschulp,R,191,NED,29.4,104925,6,,Novak Djokovic,R,188,SRB,37.7,6-2 3-6 6-1,3,R64,121,4,4,82,58,35,17,12,2,4,0,3,73,49,31,7,12,3,8,85,710,7,3900
2025-0404,Indian Wells Masters,Hard,96,M,20250305,313,202103,25,,Francisco Cerundolo,R,185,ARG,26.5,111456,,WC,Mackenzie Mcdonald,R,178,USA,29.8,4-6 7-6(3) 6-1,3,R64,138,4,3,80,49,31,20,14,1,4,2,2,121,82,47,19,15,7,12,26,1775,109,555
2025-0404,Indian Wells Masters,Hard,96,M,20250305,312,128034,21,,Hubert Hurkacz,R,196,POL,28.0,200384,,Q,Hugo Gaston,L,173,FRA,24.4,7-5 6-3,3,R64,89,13,1,76,46,36,15,11,4,4,1,4,56,23,22,16,10,1,3,22,2165,93,636
2025-0404,Indian Wells Masters,Hard,96,M,20250305,311,200282,9,,Alex De Minaur,R,183,AUS,26.0,105676,,,David Goffin,R,180,BEL,34.2,6-2 6-2,3,R64,74,2,4,43,25,23,10,8,3,3,2,2,56,19,10,19,8,7,11,10,3335,56,1006
2025-0404,Indian Wells Masters,Hard,96,M,20250305,310,105777,14,,Grigor Dimitrov,R,191,BUL,33.7,132686,,,Nuno Borges,R,185,POR,28.0,6-3 6-4,3,R64,93,6,5,76,46,36,14,10,7,8,2,2,60,41,26,9,9,5,8,15,2745,36,1385
2025-0404,Indian Wells Masters,Hard,96,M,20250305,309,104792,,,Gael Monfils,R,193,FRA,38.5,200624,24,,Sebastian Korda,R,196,USA,24.6,7-6(2) 7-6(4),3,R64,120,4,9,80,42,34,22,12,4,6,4,2,89,55,38,18,12,5,7,42,1280,25,1900
2025-0404,Indian Wells Masters,Hard,96,M,20250305,308,133430,27,,Denis Shapovalov,L,185,CAN,25.8,200443,,Q,Adam Walton,R,183,AUS,25.8,6-3 6-2,3,R64,76,2,3,69,42,29,11,9,8,10,1,2,47,30,17,4,8,1,6,28,1696,96,629
2025-0404,Indian Wells Masters,Hard,96,M,20250305,307,207989,2,,Carlos Alcaraz,R,183,ESP,21.8,111460,,,Quentin Halys,R,191,FRA,28.3,6-4 6-2,3,R64,67,7,3,48,21,20,17,9,1,1,2,0,49,31,23,9,9,2,5,3,7510,59,976
2025-0404,Indian Wells Masters,Hard,96,M,20250305,306,134868,,,Tallon Griekspoor,R,188,NED,28.6,200175,,,Miomir Kecmanovic,R,183,SRB,25.5,6-7(5) 6-4 6-3,3,R128,135,12,6,99,59,46,23,15,3,3,6,3,93,55,43,19,16,2,5,43,1270,49,1146
2025-0404,Indian Wells Masters,Hard,96,M,20250305,305,206681,,,Fabian Marozsan,R,193,HUN,25.4,124079,,,Pedro Martinez,R,185,ESP,27.8,6-3 6-2,3,R128,63,10,0,46,31,25,12,9,1,1,1,3,49,31,22,5,8,5,8,54,1035,41,1295
2025-0404,Indian Wells Masters,Hard,96,M,20250305,304,133297,,Q,Yosuke Watanuki,R,180,JPN,26.8,122330,,,Alexander Bublik,R,196,KAZ,27.7,6-3 3-6 6-3,3,R128,98,13,2,76,49,37,18,14,3,4,13,8,81,43,35,17,13,9,11,349,144,82,745
2025-0404,Indian Wells Masters,Hard,96,M,20250305,303,106000,,Q,Damir Dzumhur,R,175,BIH,32.7,105138,,,Roberto Bautista Agut,R,183,ESP,36.8,6-4 1-6 7-6(4),3,R128,149,1,1,86,57,36,13,14,3,8,2,2,102,61,37,23,15,4,8,84,712,50,1089
2025-0404,Indian Wells Masters,Hard,96,M,20250305,302,144895,,,Corentin Moutet,L,180,FRA,25.8,111442,,,Jordan Thompson,R,183,AUS,30.8,6-4 4-6 6-3,3,R128,160,4,2,87,52,36,19,15,1,4,2,4,106,50,33,29,14,11,15,79,759,38,1375
2025-0404,Indian Wells Masters,Hard,96,M,20250305,301,105453,,,Kei Nishikori,R,178,JPN,35.1,144719,,,Jaume Munar,R,183,ESP,27.8,6-2 5-7 7-6(3),3,R128,177,2,6,128,86,55,20,16,10,14,6,6,98,65,40,17,16,3,8,76,793,58,992
2025-0404,Indian Wells Masters,Hard,96,M,20250305,300,106331,,,Christopher Oconnell,R,183,AUS,30.7,106148,,,Roberto Carballes Baena,R,183,ESP,31.9,6-3 0-6 6-1,3,R128,116,2,3,62,40,25,12,11,5,8,2,3,85,57,33,15,11,9,13,75,805,52,1071
2025-0404,Indian Wells Masters,Hard,96,M,20250305,299,205734,,,Thiago Seyboth Wild,R,185,BRA,24.9,124186,,,Alexandre Muller,R,183,FRA,28.0,4-6 7-5 7-6(6),3,R128,175,14,6,118,69,53,21,17,11,15,2,2,118,82,49,21,17,11,15,91,657,44,1270
2025-0404,Indian Wells Masters,Hard,96,M,20250305,298,106218,,,Marcos Giron,R,180,USA,31.6,105932,,Q,Nikoloz Basilashvili,R,185,GEO,33.0,7-5 7-6(3),3,R128,110,11,1,72,45,33,16,12,1,2,2,2,93,46,32,24,12,5,7,48,1150,152,383
2025-0404,Indian Wells Masters,Hard,96,M,20250305,297,200267,,,Zizou Bergs,R,185,BEL,25.7,210319,,Q,Ethan Quinn,R,191,USA,20.9,7-6(2) 6-3,3,R128,106,5,1,75,46,34,17,11,4,5,5,1,73,46,28,15,10,5,7,53,1060,137,432
2025-0404,Indian Wells Masters,Hard,96,M,20250305,296,209113,,LL,Gabriel Diallo,R,203,CAN,23.4,111190,,,Zhizhen Zhang,R,193,CHN,28.3,2-6 6-2 7-6(7),3,R128,168,9,3,100,69,48,17,14,6,8,11,2,96,64,49,16,14,7,9,88,690,51,1075
2025-0404,Indian Wells Masters,Hard,96,M,20250305,295,126128,,,Roman Safiullin,R,185,RUS,27.5,124187,,WC,Reilly Opelka,R,211,USA,27.5,7-5 6-4,3,R128,86,2,4,63,44,34,10,11,3,4,12,5,63,40,31,7,11,3,6,69,848,114,516
2025-0404,Indian Wells Masters,Hard,96,M,20250305,294,207729,,WC,Tristan Boyer,R,188,USA,23.8,126846,,,Aleksandar Vukic,R,188,AUS,28.9,4-6 6-2 7-6(4),3,R128,139,6,2,93,61,41,19,15,4,7,10,8,101,56,41,21,15,6,10,117,501,64,868
2025-0404,Indian Wells Masters,Hard,96,M,20250305,293,111815,,,Cameron Norrie,L,188,GBR,29.5,208134,,,Luca Nardi,R,185,ITA,21.5,6-0 6-3,3,R128,64,6,1,43,26,23,10,8,1,1,1,2,48,23,14,8,7,6,10,77,784,67,862
2025-0404,Indian Wells Masters,Hard,96,M,20250305,292,212256,,Q,Colton Smith,U,,USA,21.9,207925,,,Flavio Cobolli,R,183,ITA,22.8,3-6 6-2 6-2,3,R128,111,5,3,79,55,35,11,12,11,15,4,7,80,33,22,17,13,2,9,261,209,40,1295
2025-0404,Indian Wells Masters,Hard,96,M,20250305,291,207352,,,Bu Yunchaokete,R,185,CHN,23.1,210460,,WC,Nishesh Basavareddy,R,180,USA,19.8,7-5 6-4,3,R128,102,1,1,62,33,27,17,11,0,1,3,4,68,37,29,12,11,4,7,71,833,101,587
2025-0404,Indian Wells Masters,Hard,96,M,20250305,290,208286,,,Matteo Arnaldi,R,185,ITA,24.0,206499,,,Aleksandar Kovacevic,R,183,USA,26.5,6-3 5-7 6-4,3,R128,149,7,6,106,61,41,24,16,12,15,5,1,92,53,37,19,15,6,10,35,1390,94,630
2025-0404,Indian Wells Masters,Hard,96,M,20250305,289,208014,,,Rinky Hijikata,R,178,AUS,24.0,207686,,,Alexander Shevchenko,R,185,KAZ,24.2,6-1 6-3,3,R128,64,1,1,48,35,22,6,8,2,4,0,5,53,35,16,7,8,3,9,83,732,98,618
2025-0404,Indian Wells Masters,Hard,96,M,20250305,288,210150,,,Jakub Mensik,R,193,CZE,19.5,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.6,6-4 7-6(6),3,R128,112,9,6,79,44,32,17,11,7,10,4,3,63,44,26,9,11,1,5,57,992,45,1265
2025-0404,Indian Wells Masters,Hard,96,M,20250305,287,208363,,,Mariano Navone,R,178,ARG,24.0,210530,,,Learner Tien,L,180,USA,19.2,7-5 6-4,3,R128,115,4,1,64,42,31,12,11,1,2,1,7,87,49,30,20,11,4,7,63,905,68,857
2025-0404,Indian Wells Masters,Hard,96,M,20250305,286,211663,,WC,Joao Fonseca,R,185,BRA,18.5,207985,,,Jacob Fearnley,R,183,GBR,23.6,6-2 1-6 6-3,3,R128,120,3,2,84,49,34,17,12,6,9,3,3,90,49,27,23,12,3,7,80,750,81,747
2025-0404,Indian Wells Masters,Hard,96,M,20250305,285,202385,,PR,Jenson Brooksby,R,188,USA,24.3,126127,,,Benjamin Bonzi,R,183,FRA,28.7,1-6 7-5 7-5,3,R128,150,1,2,100,51,36,24,15,11,15,0,1,102,72,44,18,16,4,8,937,17,62,910
2025-0404,Indian Wells Masters,Hard,96,M,20250305,284,105583,,,Dusan Lajovic,R,183,SRB,34.6,111454,,Q,Li Tu,R,183,AUS,28.7,6-2 6-0,3,R128,56,1,0,45,34,27,5,7,3,3,2,1,46,21,13,7,7,4,9,108,555,177,326
2025-0404,Indian Wells Masters,Hard,96,M,20250305,283,209263,,Q,Matteo Gigante,L,180,ITA,23.1,202104,,,Sebastian Baez,R,170,ARG,24.1,3-6 6-1 6-4,3,R128,117,3,6,76,46,28,16,13,3,7,0,3,89,56,32,13,13,7,13,217,256,34,1425
